model,backend,accuracy,balanced_accuracy,precision,recall,f1
manual_deeper_regularized,numpy,0.9385964912280702,0.9315476190476191,0.9452054794520548,0.9583333333333334,0.9517241379310345
sklearn_baseline,sklearn,0.9385964912280702,0.9216269841269842,0.922077922077922,0.9861111111111112,0.9530201342281879
sklearn_deeper_regularized,sklearn,0.9385964912280702,0.9315476190476191,0.9452054794520548,0.9583333333333334,0.9517241379310345
